Punktnummer,Ost,Nord,Höhe,Hz-Winkel,V-Winkel,Schrägdistanz,Horizontaldistanz,Code & Punkt Info,Zeitstempel
3_TS091413205433,2601405.5916,1144078.3827,1113.6244,111.2087 g,84.4483 g,140.2449,136.0804,,14.09.2022 13:20:54
3_TS091413205353,2601405.5920,1144078.3826,1113.6245,111.2087 g,84.4483 g,140.2453,136.0808,,14.09.2022 13:20:54
3_TS091413205275,2601405.5922,1144078.3825,1113.6246,111.2087 g,84.4483 g,140.2455,136.0810,,14.09.2022 13:20:53
3_TS091413205207,2601405.5887,1144078.3831,1113.6237,111.2087 g,84.4483 g,140.2419,136.0775,,14.09.2022 13:20:52
3_TS091413205089,2601405.5782,1144078.3851,1113.6210,111.2087 g,84.4483 g,140.2309,136.0669,,14.09.2022 13:20:51
3_TS091413205021,2601405.5758,1144078.3855,1113.6205,111.2087 g,84.4483 g,140.2284,136.0644,,14.09.2022 13:20:50
3_TS091413204936,2601405.5884,1144078.3832,1113.6236,111.2087 g,84.4483 g,140.2415,136.0771,,14.09.2022 13:20:49
3_TS091413204856,2601405.5971,1144078.3817,1113.6258,111.2087 g,84.4483 g,140.2506,136.0860,,14.09.2022 13:20:49
3_TS091413204788,2601405.6013,1144078.3810,1113.6268,111.2087 g,84.4483 g,140.2550,136.0903,,14.09.2022 13:20:48
3_TS091413204707,2601405.6033,1144078.3806,1113.6273,111.2087 g,84.4483 g,140.2571,136.0923,,14.09.2022 13:20:47
3_TS091413204625,2601405.5906,1144078.3829,1113.6240,111.2087 g,84.4484 g,140.2438,136.0794,,14.09.2022 13:20:46
3_TS091413204555,2601405.5841,1144078.3841,1113.6224,111.2087 g,84.4484 g,140.2370,136.0728,,14.09.2022 13:20:46
3_TS091413204471,2601405.5786,1144078.3850,1113.6210,111.2087 g,84.4484 g,140.2312,136.0672,,14.09.2022 13:20:45
3_TS091413204392,2601405.5815,1144078.3845,1113.6218,111.2087 g,84.4484 g,140.2343,136.0702,,14.09.2022 13:20:44
3_TS091413204311,2601405.5964,1144078.3819,1113.6256,111.2087 g,84.4484 g,140.2499,136.0853,,14.09.2022 13:20:43
3_TS091413204248,2601405.6046,1144078.3804,1113.6276,111.2087 g,84.4484 g,140.2585,136.0937,,14.09.2022 13:20:42
3_TS091413204187,2601405.6041,1144078.3805,1113.6275,111.2087 g,84.4484 g,140.2579,136.0931,,14.09.2022 13:20:42
3_TS091413204121,2601405.5871,1144078.3835,1113.6233,111.2087 g,84.4483 g,140.2402,136.0759,,14.09.2022 13:20:41
3_TS091413203959,2601405.5778,1144078.3851,1113.6209,111.2087 g,84.4483 g,140.2304,136.0664,,14.09.2022 13:20:40
3_TS091413203828,2601405.5833,1144078.3842,1113.6221,111.2087 g,84.4484 g,140.2361,136.0719,,14.09.2022 13:20:38
3_TS091413203746,2601405.5953,1144078.3820,1113.6252,111.2087 g,84.4484 g,140.2487,136.0842,,14.09.2022 13:20:37
3_TS091413203689,2601405.6026,1144078.3807,1113.6270,111.2087 g,84.4484 g,140.2564,136.0916,,14.09.2022 13:20:37
3_TS091413203610,2601405.6073,1144078.3798,1113.6282,111.2087 g,84.4484 g,140.2613,136.0964,,14.09.2022 13:20:36
3_TS091413203533,2601405.6049,1144078.3803,1113.6278,111.2087 g,84.4483 g,140.2588,136.0939,,14.09.2022 13:20:35
3_TS091413203462,2601405.5970,1144078.3817,1113.6258,111.2087 g,84.4483 g,140.2506,136.0860,,14.09.2022 13:20:35
3_TS091413203392,2601405.5850,1144078.3838,1113.6225,111.2087 g,84.4484 g,140.2379,136.0737,,14.09.2022 13:20:34
3_TS091413203311,2601405.5785,1144078.3850,1113.6209,111.2087 g,84.4484 g,140.2311,136.0671,,14.09.2022 13:20:33
3_TS091413203235,2601405.5879,1144078.3833,1113.6234,111.2087 g,84.4484 g,140.2410,136.0767,,14.09.2022 13:20:32
3_TS091413203168,2601405.5919,1144078.3826,1113.6242,111.2087 g,84.4484 g,140.2451,136.0807,,14.09.2022 13:20:32
3_TS091413203086,2601405.6009,1144078.3810,1113.6268,111.2087 g,84.4483 g,140.2546,136.0899,,14.09.2022 13:20:31
3_TS091413203007,2601405.6026,1144078.3807,1113.6272,111.2087 g,84.4483 g,140.2564,136.0916,,14.09.2022 13:20:30
3_TS091413202935,2601405.6000,1144078.3811,1113.6263,111.2087 g,84.4484 g,140.2536,136.0890,,14.09.2022 13:20:29
3_TS091413202865,2601405.5886,1144078.3833,1113.6233,111.2087 g,84.4485 g,140.2416,136.0773,,14.09.2022 13:20:29
3_TS091413202784,2601405.5789,1144078.3850,1113.6208,111.2087 g,84.4485 g,140.2315,136.0675,,14.09.2022 13:20:28
3_TS091413202714,2601405.5773,1144078.3854,1113.6205,111.2086 g,84.4485 g,140.2298,136.0659,,14.09.2022 13:20:27
3_TS091413202603,2601405.5915,1144078.3828,1113.6241,111.2086 g,84.4484 g,140.2447,136.0803,,14.09.2022 13:20:26
3_TS091413202540,2601405.5991,1144078.3814,1113.6261,111.2086 g,84.4484 g,140.2527,136.0881,,14.09.2022 13:20:25
3_TS091413202519,2601405.6010,1144078.3812,1113.6266,111.2086 g,84.4484 g,140.2546,136.0899,,14.09.2022 13:20:25
3_TS091413202377,2601405.5984,1144078.3817,1113.6257,111.2086 g,84.4485 g,140.2519,136.0873,,14.09.2022 13:20:24
3_TS091413202296,2601405.5942,1144078.3826,1113.6247,111.2085 g,84.4485 g,140.2475,136.0830,,14.09.2022 13:20:23
3_TS091413202225,2601405.5933,1144078.3828,1113.6241,111.2085 g,84.4487 g,140.2464,136.0821,,14.09.2022 13:20:22
3_TS091413202152,2601405.5805,1144078.3851,1113.6208,111.2085 g,84.4487 g,140.2330,136.0691,,14.09.2022 13:20:22
3_TS091413202081,2601405.5885,1144078.3837,1113.6226,111.2085 g,84.4488 g,140.2413,136.0772,,14.09.2022 13:20:21
3_TS091413201997,2601405.5920,1144078.3829,1113.6236,111.2085 g,84.4487 g,140.2450,136.0808,,14.09.2022 13:20:20
3_TS091413201945,2601405.5999,1144078.3814,1113.6261,111.2086 g,84.4485 g,140.2534,136.0888,,14.09.2022 13:20:19
3_TS091413201855,2601405.6061,1144078.3802,1113.6279,111.2086 g,84.4484 g,140.2600,136.0951,,14.09.2022 13:20:19
3_TS091413201777,2601405.6012,1144078.3810,1113.6263,111.2087 g,84.4485 g,140.2548,136.0902,,14.09.2022 13:20:18
3_TS091413201707,2601405.5921,1144078.3827,1113.6239,111.2086 g,84.4486 g,140.2452,136.0809,,14.09.2022 13:20:17
3_TS091413201638,2601405.5926,1144078.3825,1113.6242,111.2087 g,84.4485 g,140.2458,136.0814,,14.09.2022 13:20:16
3_TS091413201550,2601405.5893,1144078.3830,1113.6234,111.2087 g,84.4485 g,140.2424,136.0781,,14.09.2022 13:20:16
3_TS091413201484,2601405.5950,1144078.3820,1113.6247,111.2087 g,84.4486 g,140.2483,136.0839,,14.09.2022 13:20:15
3_TS091413201371,2601405.5980,1144078.3817,1113.6246,111.2086 g,84.4489 g,140.2512,136.0869,,14.09.2022 13:20:14
3_TS091413201294,2601405.6021,1144078.3810,1113.6255,111.2086 g,84.4490 g,140.2555,136.0911,,14.09.2022 13:20:13
3_TS091413201216,2601405.6067,1144078.3805,1113.6268,111.2085 g,84.4489 g,140.2603,136.0957,,14.09.2022 13:20:12
3_TS091413201136,2601405.6006,1144078.3815,1113.6261,111.2085 g,84.4486 g,140.2541,136.0895,,14.09.2022 13:20:11
3_TS091413201066,2601405.5958,1144078.3821,1113.6242,111.2086 g,84.4489 g,140.2489,136.0846,,14.09.2022 13:20:11
3_TS091413200990,2601405.5888,1144078.3837,1113.6221,111.2084 g,84.4490 g,140.2415,136.0775,,14.09.2022 13:20:10
3_TS091413200914,2601405.5935,1144078.3828,1113.6229,111.2085 g,84.4492 g,140.2463,136.0823,,14.09.2022 13:20:09
3_TS091413200770,2601405.5975,1144078.3820,1113.6243,111.2085 g,84.4490 g,140.2506,136.0863,,14.09.2022 13:20:08
3_TS091413200702,2601405.6033,1144078.3808,1113.6263,111.2086 g,84.4488 g,140.2568,136.0922,,14.09.2022 13:20:07
3_TS091413200624,2601405.6014,1144078.3811,1113.6264,111.2086 g,84.4485 g,140.2550,136.0903,,14.09.2022 13:20:06
3_TS091413200561,2601405.6002,1144078.3814,1113.6257,111.2086 g,84.4487 g,140.2536,136.0891,,14.09.2022 13:20:06
3_TS091413200471,2601405.6047,1144078.3806,1113.6270,111.2086 g,84.4486 g,140.2584,136.0937,,14.09.2022 13:20:05
3_TS091413200408,2601405.5929,1144078.3825,1113.6242,111.2087 g,84.4485 g,140.2461,136.0817,,14.09.2022 13:20:04
3_TS091413200338,2601405.5953,1144078.3821,1113.6249,111.2087 g,84.4485 g,140.2486,136.0841,,14.09.2022 13:20:03
3_TS091413200255,2601405.5982,1144078.3817,1113.6254,111.2086 g,84.4486 g,140.2516,136.0871,,14.09.2022 13:20:03
3_TS091413200156,2601405.6022,1144078.3809,1113.6265,111.2086 g,84.4486 g,140.2558,136.0912,,14.09.2022 13:20:02
3_TS091413200069,2601405.6030,1144078.3809,1113.6264,111.2086 g,84.4487 g,140.2566,136.0920,,14.09.2022 13:20:01
3_TS091413195991,2601405.5948,1144078.3823,1113.6244,111.2086 g,84.4487 g,140.2480,136.0836,,14.09.2022 13:20:00
3_TS091413195916,2601405.5886,1144078.3833,1113.6232,111.2087 g,84.4485 g,140.2416,136.0773,,14.09.2022 13:19:59
3_TS091413195853,2601405.5822,1144078.3844,1113.6215,111.2087 g,84.4486 g,140.2349,136.0709,,14.09.2022 13:19:59
3_TS091413195773,2601405.5810,1144078.3846,1113.6212,111.2087 g,84.4486 g,140.2336,136.0696,,14.09.2022 13:19:58
3_TS091413195688,2601405.5789,1144078.3850,1113.6207,111.2087 g,84.4486 g,140.2315,136.0676,,14.09.2022 13:19:57
3_TS091413195614,2601405.5798,1144078.3848,1113.6208,111.2087 g,84.4486 g,140.2324,136.0685,,14.09.2022 13:19:56
3_TS091413195547,2601405.5818,1144078.3845,1113.6215,111.2087 g,84.4485 g,140.2345,136.0705,,14.09.2022 13:19:55
3_TS091413195473,2601405.5803,1144078.3847,1113.6213,111.2087 g,84.4484 g,140.2330,136.0689,,14.09.2022 13:19:55
3_TS091413195391,2601405.5819,1144078.3844,1113.6217,111.2087 g,84.4484 g,140.2347,136.0706,,14.09.2022 13:19:54
3_TS091413195334,2601405.5754,1144078.3855,1113.6200,111.2087 g,84.4485 g,140.2278,136.0639,,14.09.2022 13:19:53
3_TS091413195312,2601405.5692,1144078.3867,1113.6184,111.2087 g,84.4485 g,140.2214,136.0577,,14.09.2022 13:19:53
3_TS091413195170,2601405.5704,1144078.3865,1113.6187,111.2087 g,84.4485 g,140.2226,136.0589,,14.09.2022 13:19:52
3_TS091413195101,2601405.5735,1144078.3859,1113.6197,111.2087 g,84.4484 g,140.2259,136.0620,,14.09.2022 13:19:51
3_TS091413195009,2601405.5791,1144078.3849,1113.6209,111.2087 g,84.4485 g,140.2317,136.0677,,14.09.2022 13:19:50
3_TS091413194894,2601405.5850,1144078.3838,1113.6224,111.2087 g,84.4485 g,140.2379,136.0737,,14.09.2022 13:19:49
3_TS091413194812,2601405.5893,1144078.3831,1113.6236,111.2087 g,84.4484 g,140.2424,136.0781,,14.09.2022 13:19:48
3_TS091413194737,2601405.5928,1144078.3825,1113.6245,111.2087 g,84.4484 g,140.2461,136.0816,,14.09.2022 13:19:47
3_TS091413194663,2601405.5897,1144078.3830,1113.6236,111.2087 g,84.4485 g,140.2428,136.0785,,14.09.2022 13:19:47
3_TS091413194592,2601405.5872,1144078.3835,1113.6229,111.2087 g,84.4485 g,140.2402,136.0760,,14.09.2022 13:19:46
3_TS091413194522,2601405.5958,1144078.3820,1113.6250,111.2087 g,84.4485 g,140.2492,136.0847,,14.09.2022 13:19:45
3_TS091413194448,2601405.5926,1144078.3825,1113.6244,111.2087 g,84.4484 g,140.2459,136.0815,,14.09.2022 13:19:44
3_TS091413194372,2601405.5930,1144078.3825,1113.6244,111.2086 g,84.4485 g,140.2462,136.0818,,14.09.2022 13:19:44
3_TS091413194293,2601405.5968,1144078.3818,1113.6254,111.2086 g,84.4485 g,140.2502,136.0857,,14.09.2022 13:19:43
3_TS091413194226,2601405.5934,1144078.3825,1113.6245,111.2086 g,84.4485 g,140.2467,136.0823,,14.09.2022 13:19:42
3_TS091413194145,2601405.5898,1144078.3831,1113.6236,111.2086 g,84.4485 g,140.2429,136.0786,,14.09.2022 13:19:41
3_TS091413194071,2601405.5935,1144078.3824,1113.6245,111.2086 g,84.4485 g,140.2468,136.0824,,14.09.2022 13:19:41
3_TS091413193995,2601405.5954,1144078.3821,1113.6249,111.2087 g,84.4485 g,140.2487,136.0842,,14.09.2022 13:19:40
3_TS091413193922,2601405.5927,1144078.3825,1113.6244,111.2087 g,84.4485 g,140.2460,136.0816,,14.09.2022 13:19:39
3_TS091413193848,2601405.5921,1144078.3826,1113.6243,111.2087 g,84.4484 g,140.2453,136.0809,,14.09.2022 13:19:38
3_TS091413193771,2601405.5952,1144078.3821,1113.6249,111.2087 g,84.4485 g,140.2485,136.0840,,14.09.2022 13:19:38
3_TS091413193673,2601405.5990,1144078.3814,1113.6259,111.2087 g,84.4485 g,140.2525,136.0879,,14.09.2022 13:19:37
3_TS091413193576,2601405.5972,1144078.3817,1113.6253,111.2087 g,84.4486 g,140.2506,136.0861,,14.09.2022 13:19:36
3_TS091413193515,2601405.5944,1144078.3822,1113.6247,111.2087 g,84.4485 g,140.2477,136.0833,,14.09.2022 13:19:35
3_TS091413193433,2601405.5966,1144078.3818,1113.6255,111.2087 g,84.4484 g,140.2501,136.0855,,14.09.2022 13:19:34
3_TS091413193369,2601405.5943,1144078.3822,1113.6250,111.2087 g,84.4484 g,140.2477,136.0832,,14.09.2022 13:19:34
3_TS091413193288,2601405.5984,1144078.3815,1113.6258,111.2087 g,84.4485 g,140.2519,136.0873,,14.09.2022 13:19:33
3_TS091413193208,2601405.6012,1144078.3810,1113.6264,111.2087 g,84.4485 g,140.2548,136.0902,,14.09.2022 13:19:32
3_TS091413193129,2601405.5971,1144078.3817,1113.6253,111.2087 g,84.4485 g,140.2505,136.0860,,14.09.2022 13:19:31
3_TS091413193048,2601405.5980,1144078.3816,1113.6254,111.2086 g,84.4486 g,140.2514,136.0869,,14.09.2022 13:19:30
3_TS091413192982,2601405.5960,1144078.3820,1113.6248,111.2086 g,84.4487 g,140.2493,136.0849,,14.09.2022 13:19:30
3_TS091413192912,2601405.5975,1144078.3818,1113.6252,111.2086 g,84.4486 g,140.2509,136.0864,,14.09.2022 13:19:29
3_TS091413192826,2601405.5991,1144078.3816,1113.6264,111.2086 g,84.4483 g,140.2527,136.0880,,14.09.2022 13:19:28
3_TS091413192754,2601405.5922,1144078.3829,1113.6240,111.2085 g,84.4486 g,140.2453,136.0810,,14.09.2022 13:19:28
3_TS091413192681,2601405.5970,1144078.3821,1113.6247,111.2085 g,84.4488 g,140.2502,136.0858,,14.09.2022 13:19:27
3_TS091413192604,2601405.5987,1144078.3817,1113.6251,111.2085 g,84.4488 g,140.2520,136.0876,,14.09.2022 13:19:26
3_TS091413192529,2601405.5932,1144078.3826,1113.6238,111.2086 g,84.4487 g,140.2463,136.0820,,14.09.2022 13:19:25
3_TS091413192409,2601405.6037,1144078.3806,1113.6265,111.2086 g,84.4488 g,140.2573,136.0927,,14.09.2022 13:19:24
3_TS091413192333,2601405.5965,1144078.3820,1113.6246,111.2086 g,84.4488 g,140.2497,136.0853,,14.09.2022 13:19:23
3_TS091413192254,2601405.5988,1144078.3816,1113.6250,111.2086 g,84.4489 g,140.2521,136.0877,,14.09.2022 13:19:23
3_TS091413192184,2601405.5909,1144078.3831,1113.6234,111.2085 g,84.4487 g,140.2439,136.0797,,14.09.2022 13:19:22
3_TS091413192154,2601405.5939,1144078.3824,1113.6242,111.2086 g,84.4487 g,140.2471,136.0828,,14.09.2022 13:19:22
3_TS091413192029,2601405.5959,1144078.3820,1113.6254,111.2086 g,84.4484 g,140.2493,136.0847,,14.09.2022 13:19:20
3_TS091413191952,2601405.5929,1144078.3826,1113.6241,111.2086 g,84.4486 g,140.2461,136.0817,,14.09.2022 13:19:20
3_TS091413191896,2601405.5879,1144078.3835,1113.6226,111.2086 g,84.4487 g,140.2408,136.0767,,14.09.2022 13:19:19
3_TS091413191810,2601405.5886,1144078.3834,1113.6227,111.2086 g,84.4487 g,140.2415,136.0774,,14.09.2022 13:19:18
3_TS091413191748,2601405.5862,1144078.3839,1113.6218,111.2086 g,84.4489 g,140.2389,136.0749,,14.09.2022 13:19:17
3_TS091413191650,2601405.5883,1144078.3836,1113.6226,111.2086 g,84.4487 g,140.2411,136.0770,,14.09.2022 13:19:17
3_TS091413191581,2601405.5944,1144078.3825,1113.6239,111.2085 g,84.4489 g,140.2475,136.0833,,14.09.2022 13:19:16
3_TS091413191510,2601405.5913,1144078.3831,1113.6230,111.2085 g,84.4489 g,140.2442,136.0801,,14.09.2022 13:19:15
3_TS091413191444,2601405.5960,1144078.3823,1113.6245,111.2085 g,84.4488 g,140.2492,136.0849,,14.09.2022 13:19:14
3_TS091413191369,2601405.5894,1144078.3833,1113.6230,111.2086 g,84.4487 g,140.2423,136.0781,,14.09.2022 13:19:14
3_TS091413191292,2601405.5858,1144078.3839,1113.6225,111.2086 g,84.4485 g,140.2387,136.0745,,14.09.2022 13:19:13
3_TS091413191216,2601405.5923,1144078.3827,1113.6240,111.2086 g,84.4486 g,140.2455,136.0812,,14.09.2022 13:19:12
3_TS091413191112,2601405.5915,1144078.3829,1113.6237,111.2086 g,84.4486 g,140.2446,136.0803,,14.09.2022 13:19:11
3_TS091413191045,2601405.6000,1144078.3813,1113.6259,111.2086 g,84.4486 g,140.2535,136.0889,,14.09.2022 13:19:10
3_TS091413190956,2601405.6012,1144078.3811,1113.6261,111.2086 g,84.4486 g,140.2547,136.0901,,14.09.2022 13:19:10
3_TS091413190892,2601405.6041,1144078.3805,1113.6269,111.2086 g,84.4486 g,140.2578,136.0931,,14.09.2022 13:19:09
3_TS091413190808,2601405.5985,1144078.3815,1113.6257,111.2087 g,84.4485 g,140.2520,136.0874,,14.09.2022 13:19:08
3_TS091413190733,2601405.6020,1144078.3809,1113.6265,111.2087 g,84.4486 g,140.2556,136.0909,,14.09.2022 13:19:07
3_TS091413190655,2601405.6026,1144078.3807,1113.6267,111.2087 g,84.4485 g,140.2563,136.0916,,14.09.2022 13:19:07
3_TS091413190599,2601405.5950,1144078.3821,1113.6250,111.2087 g,84.4485 g,140.2484,136.0839,,14.09.2022 13:19:06
3_TS091413190539,2601405.6014,1144078.3809,1113.6265,111.2087 g,84.4485 g,140.2550,136.0903,,14.09.2022 13:19:05
3_TS091413190366,2601405.6020,1144078.3808,1113.6268,111.2087 g,84.4484 g,140.2557,136.0910,,14.09.2022 13:19:04
3_TS091413190291,2601405.6024,1144078.3807,1113.6270,111.2087 g,84.4484 g,140.2561,136.0914,,14.09.2022 13:19:03
3_TS091413190216,2601405.5948,1144078.3821,1113.6249,111.2087 g,84.4485 g,140.2482,136.0837,,14.09.2022 13:19:02
3_TS091413190143,2601405.5944,1144078.3822,1113.6247,111.2087 g,84.4485 g,140.2477,136.0832,,14.09.2022 13:19:01
3_TS091413190056,2601405.5956,1144078.3820,1113.6251,111.2087 g,84.4485 g,140.2490,136.0845,,14.09.2022 13:19:01
3_TS091413185992,2601405.5983,1144078.3815,1113.6258,111.2087 g,84.4485 g,140.2518,136.0872,,14.09.2022 13:19:00
3_TS091413185864,2601405.6024,1144078.3808,1113.6267,111.2087 g,84.4485 g,140.2561,136.0914,,14.09.2022 13:18:59
3_TS091413185793,2601405.6002,1144078.3811,1113.6262,111.2087 g,84.4485 g,140.2538,136.0892,,14.09.2022 13:18:58
3_TS091413185706,2601405.5975,1144078.3816,1113.6256,111.2087 g,84.4485 g,140.2510,136.0864,,14.09.2022 13:18:57
3_TS091413185632,2601405.5961,1144078.3819,1113.6254,111.2087 g,84.4484 g,140.2496,136.0850,,14.09.2022 13:18:56
3_TS091413185567,2601405.5886,1144078.3832,1113.6234,111.2087 g,84.4484 g,140.2417,136.0774,,14.09.2022 13:18:56
3_TS091413185517,2601405.6007,1144078.3810,1113.6265,111.2087 g,84.4484 g,140.2543,136.0896,,14.09.2022 13:18:55
3_TS091413185409,2601405.5979,1144078.3815,1113.6259,111.2087 g,84.4484 g,140.2515,136.0869,,14.09.2022 13:18:54
3_TS091413185333,2601405.5966,1144078.3817,1113.6257,111.2087 g,84.4483 g,140.2501,136.0855,,14.09.2022 13:18:53
3_TS091413185266,2601405.5975,1144078.3815,1113.6259,111.2088 g,84.4483 g,140.2511,136.0865,,14.09.2022 13:18:53
3_TS091413185190,2601405.5960,1144078.3818,1113.6255,111.2087 g,84.4484 g,140.2495,136.0849,,14.09.2022 13:18:52
3_TS091413185109,2601405.6008,1144078.3809,1113.6264,111.2087 g,84.4485 g,140.2545,136.0898,,14.09.2022 13:18:51
3_TS091413185035,2601405.5976,1144078.3816,1113.6256,111.2087 g,84.4485 g,140.2511,136.0865,,14.09.2022 13:18:50
3_TS091413184970,2601405.5989,1144078.3814,1113.6263,111.2087 g,84.4483 g,140.2525,136.0878,,14.09.2022 13:18:50
3_TS091413184919,2601405.6028,1144078.3807,1113.6272,111.2087 g,84.4483 g,140.2566,136.0918,,14.09.2022 13:18:49
3_TS091413184797,2601405.5987,1144078.3815,1113.6263,111.2087 g,84.4483 g,140.2523,136.0876,,14.09.2022 13:18:48
3_TS091413184728,2601405.5999,1144078.3812,1113.6262,111.2087 g,84.4485 g,140.2535,136.0889,,14.09.2022 13:18:47
3_TS091413184605,2601405.6105,1144078.3793,1113.6289,111.2087 g,84.4484 g,140.2646,136.0996,,14.09.2022 13:18:46
3_TS091413184522,2601405.5999,1144078.3812,1113.6262,111.2087 g,84.4485 g,140.2535,136.0889,,14.09.2022 13:18:45
3_TS091413184448,2601405.6019,1144078.3808,1113.6266,111.2087 g,84.4485 g,140.2556,136.0909,,14.09.2022 13:18:44
3_TS091413184373,2601405.6046,1144078.3803,1113.6273,111.2087 g,84.4485 g,140.2584,136.0936,,14.09.2022 13:18:44
3_TS091413184289,2601405.6063,1144078.3800,1113.6277,111.2087 g,84.4485 g,140.2602,136.0954,,14.09.2022 13:18:43
3_TS091413184216,2601405.6095,1144078.3795,1113.6285,111.2087 g,84.4485 g,140.2635,136.0986,,14.09.2022 13:18:42
3_TS091413184137,2601405.6057,1144078.3802,1113.6274,111.2087 g,84.4486 g,140.2595,136.0948,,14.09.2022 13:18:41
3_TS091413184069,2601405.6058,1144078.3803,1113.6272,111.2086 g,84.4487 g,140.2595,136.0948,,14.09.2022 13:18:41
3_TS091413183987,2601405.6067,1144078.3801,1113.6275,111.2087 g,84.4486 g,140.2605,136.0957,,14.09.2022 13:18:40
3_TS091413183915,2601405.6055,1144078.3803,1113.6273,111.2086 g,84.4486 g,140.2593,136.0946,,14.09.2022 13:18:39
3_TS091413183851,2601405.6058,1144078.3802,1113.6274,111.2086 g,84.4486 g,140.2596,136.0949,,14.09.2022 13:18:39
3_TS091413183787,2601405.6083,1144078.3798,1113.6283,111.2086 g,84.4485 g,140.2623,136.0974,,14.09.2022 13:18:38
3_TS091413183709,2601405.6139,1144078.3788,1113.6296,111.2086 g,84.4485 g,140.2681,136.1031,,14.09.2022 13:18:37
3_TS091413183634,2601405.6124,1144078.3791,1113.6291,111.2086 g,84.4486 g,140.2665,136.1015,,14.09.2022 13:18:36
3_TS091413183566,2601405.6101,1144078.3796,1113.6287,111.2086 g,84.4485 g,140.2641,136.0992,,14.09.2022 13:18:36
3_TS091413183494,2601405.6098,1144078.3796,1113.6287,111.2086 g,84.4485 g,140.2638,136.0989,,14.09.2022 13:18:35
3_TS091413183430,2601405.6031,1144078.3808,1113.6268,111.2086 g,84.4485 g,140.2568,136.0921,,14.09.2022 13:18:34
3_TS091413183306,2601405.6111,1144078.3793,1113.6287,111.2086 g,84.4486 g,140.2651,136.1002,,14.09.2022 13:18:33
3_TS091413183291,2601405.6164,1144078.3784,1113.6302,111.2086 g,84.4485 g,140.2707,136.1056,,14.09.2022 13:18:33
3_TS091413183155,2601405.6177,1144078.3782,1113.6304,111.2086 g,84.4486 g,140.2720,136.1069,,14.09.2022 13:18:32
3_TS091413183082,2601405.6226,1144078.3773,1113.6319,111.2086 g,84.4485 g,140.2772,136.1119,,14.09.2022 13:18:31
3_TS091413183016,2601405.6233,1144078.3771,1113.6320,111.2086 g,84.4485 g,140.2779,136.1126,,14.09.2022 13:18:30
3_TS091413182929,2601405.6217,1144078.3774,1113.6314,111.2087 g,84.4486 g,140.2762,136.1109,,14.09.2022 13:18:29
3_TS091413182863,2601405.6205,1144078.3776,1113.6310,111.2086 g,84.4486 g,140.2749,136.1097,,14.09.2022 13:18:29
3_TS091413182786,2601405.6204,1144078.3776,1113.6310,111.2086 g,84.4486 g,140.2748,136.1096,,14.09.2022 13:18:28
3_TS091413182712,2601405.6112,1144078.3792,1113.6288,111.2087 g,84.4486 g,140.2653,136.1004,,14.09.2022 13:18:27
3_TS091413182630,2601405.6101,1144078.3794,1113.6285,111.2087 g,84.4486 g,140.2641,136.0992,,14.09.2022 13:18:26
3_TS091413182553,2601405.6162,1144078.3783,1113.6302,111.2087 g,84.4485 g,140.2705,136.1054,,14.09.2022 13:18:26
3_TS091413182476,2601405.6216,1144078.3773,1113.6317,111.2087 g,84.4485 g,140.2762,136.1109,,14.09.2022 13:18:25
3_TS091413182402,2601405.6196,1144078.3777,1113.6311,111.2087 g,84.4485 g,140.2741,136.1089,,14.09.2022 13:18:24
